0.0018164378	0.3769063181	0.6743547501	0.4448888889	0.0010119658	0.0012675799	0.0009587859	0.001362037	0.0007957237	0.0010091026	0.7256461233	0.0001853224	0.8758029979	0.0156005288	0.2742820403	0.0040866667	0.0001356818	0.0013225	0.0015805263	0.2075402145	0.0025461477	0.4260078663	0.8360507246	0.6277985075	0.0009890244	0.0006291115	0.0005686102	0.0009120275	0.0008457721	0.0006872832	1
0.0020769386	0.6452432825	0.7298187809	0.5893333333	0.0007242735	0.0003590868	0.0002776358	0.0006497222	0.0005960526	0.0007265385	0.0003601723	0.0001502354	0.346487203	0.0075338147	0.2239605658	0.00109	4.6969696969697E-005	0.0011166667	0.0007310526	0.1183646113	0.0025070225	0.57546706	0.7192028986	0.6082089552	0.000754878	0.0001763705	0.0001929712	0.6391752577	0.5055147059	0.0005145665	1
0.0019880856	0.7716049383	0.7138934651	0.5346666667	0.0009367521	0.000730137	0.0006306709	0.0011842593	0.0006805921	0.0007691026	0.0004941021	0.000161085	0.4675231977	0.009562697	0.263609087	0.0033383333	9.67676767676768E-005	0.001715	0.0011842105	0.1531836461	0.0023645666	0.6275811209	0.6906702899	0.5314054726	0.0008804878	0.0004012287	0.0003597444	0.8350515464	0.0006641544	0.0005062428	1
0.0011530695	0.7400145243	0.426029654	0.1716	0.0012179487	0.001296347	0.000771246	0.0009740741	0.0008542763	0.0012492308	0.0003284294	0.236642784	0.3512796982	0.0027692464	0.3904843549	0.006215	0.0001429545	0.0015558333	0.0031384211	0.3085790885	0.0014957865	0.651425762	0.4477807971	0.1765236318	0.0012792683	0.0008188091	0.0005486422	0.0008848797	0.0012202206	1	1
0.0020486672	0.5206971678	0.7419000549	0.5764444444	0.000857265	0.0006063927	0.6325878594	0.0009657407	0.0005950658	0.0007542308	0.0005017893	0.0001599386	0.5545018864	0.0096043934	0.4924989284	0.0020508333	0.0001436364	0.0015708333	0.0009242105	0.1714142091	0.002261236	0.4097836775	0.6893115942	0.489738806	0.0008378049	0.1937618147	0.0003194888	0.0005584192	0.0004345588	0.000443815	1
0.0012570679	0.5700798838	0.4534321801	0.2120444444	0.0010923077	0.0007762557	0.0005041534	0.0007489815	0.0006865132	0.0009760256	0.00022167	0.0001822313	0.2260630162	0.0027651785	0.321903129	0.0027875	9.27272727272727E-005	0.0009475	0.0011394737	0.170308311	0.0015519663	0.5838249754	0.4682971014	0.2305970149	0.0010920732	0.0004961248	0.0004277157	0.0005982818	0.0007325368	0.0007190751	1
0.0018426898	0.7254901961	0.6567819879	0.4622222222	0.0008088034	0.497716895	0.0003600639	0.6851851852	0.0005901316	0.0007361538	0.0002960239	0.0001582805	0.0003242582	0.0054825587	0.1849121303	0.0011516667	5.69191919191919E-005	0.0008658333	0.0007205263	0.0730227882	0.0022953451	0.6799410029	0.6938405797	0.4993781095	0.0008792683	0.0002434783	0.0003022364	0.0006639175	0.0005630515	0.0004836994	1
0.0013842892	0.7563543936	0.495332235	0.2568444444	0.0010162393	0.0007511416	0.0002992332	0.0005541667	0.0007223684	0.0009552564	0.0003866799	0.2818833163	0.3931885388	0.0051825486	0.3774110587	0.0025241667	6.28282828282828E-005	0.0012066667	0.0007821053	0.1813672922	0.0017114767	0.691740413	0.5009057971	0.2789179104	0.0010085366	0.0003480151	0.0002138978	0.0005347079	0.0005875	0.0006653179	1
0.001312601	0.792302106	0.4805052169	0.2310222222	0.0010880342	0.0008821918	0.0005939297	0.0008660185	0.7730263158	0.0009473077	0.0002029821	0.2051177073	0.2453349648	0.0024733042	0.2456493785	0.0029183333	8.97222222222222E-005	0.0010216667	0.0011278947	0.1256367292	0.0015539727	0.7554080629	0.4809782609	0.2298818408	0.0010384146	0.0005104915	0.4305111821	0.7079037801	0.0008047794	0.0006196532	1
0.0012580775	0.8729121278	0.4611202636	0.2115111111	0.0010136752	0.0010940639	0.0007261981	0.0007910185	0.6677631579	0.0010567949	0.0001972167	0.3273285568	0.2079127154	0.0024346588	0.3064294899	0.0060141667	0.0001955303	0.0011933333	0.0009415789	0.3378016086	0.0015138443	1	0.4422554348	0.2212064677	0.001129878	1	0.8825878594	0.7594501718	0.0008025735	0.001199422	1
